Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-16,54.227,54.689,53.488,54.2,4838900,0.0,0.0
2022-05-17,55.364,55.919,54.994,55.715,3910900,0.0,0.0
2022-05-18,55.207,55.586,53.682,53.885,5678800,0.0,0.0
2022-05-19,53.146,54.394,53.1,53.516,4576300,0.0,0.0
2022-05-20,53.737,54.098,49.754,51.408,8977100,0.0,0.0
2022-05-23,52.277,53.192,51.833,52.619,7948900,0.0,0.0
2022-05-24,52.397,52.508,50.558,52.231,5889400,0.0,0.0
2022-05-25,52.055,53.266,51.917,52.379,5805900,0.0,0.0
2022-05-26,53.22,53.756,52.795,53.358,6122600,0.0,0.0
2022-05-27,53.469,54.532,53.266,54.532,3891100,0.0,0.0
2022-05-31,54.209,55.235,53.765,54.236,5639200,0.0,0.0
2022-06-01,54.477,54.699,52.767,53.46,6103000,0.0,0.0
2022-06-02,53.534,53.793,52.785,53.765,3987500,0.0,0.0
2022-06-03,53.386,53.83,52.767,52.952,4809200,0.0,0.0
2022-06-06,53.432,54.874,53.053,54.523,4094300,0.0,0.0
2022-06-07,54.135,55.188,53.663,54.911,4555900,0.0,0.0
2022-06-08,54.505,54.736,53.183,53.368,3908000,0.0,0.0
2022-06-09,53.368,53.368,51.639,51.648,6573800,0.0,0.0
2022-06-10,50.179,50.576,49.366,49.384,7237800,0.0,0.0
2022-06-13,48.487,49.024,47.332,47.72,6091700,0.0,0.0
2022-06-14,48.127,48.987,47.702,48.081,5894300,0.0,0.0
2022-06-15,48.843,49.206,47.467,48.406,6844700,0.32,0.0
2022-06-16,47.309,47.383,45.644,46.472,7600300,0.0,0.0
2022-06-17,46.593,48.081,46.491,47.858,17311400,0.0,0.0
2022-06-21,49.281,49.401,48.072,48.499,4745100,0.0,0.0
2022-06-22,47.514,48.667,47.448,47.783,5491100,0.0,0.0
2022-06-23,47.616,47.895,45.923,46.128,6695000,0.0,0.0
2022-06-24,46.621,49.215,46.518,49.076,7883300,0.0,0.0
2022-06-27,48.936,49.373,47.895,48.285,4527500,0.0,0.0
2022-06-28,49.001,49.671,48.146,48.183,3495500,0.0,0.0
2022-06-29,48.509,48.592,47.179,47.244,4804700,0.0,0.0
2022-06-30,46.518,47.895,45.998,47.551,4068700,0.0,0.0
2022-07-01,47.523,48.509,47.188,48.378,3363500,0.0,0.0
2022-07-05,47.16,47.551,46.174,47.551,4265900,0.0,0.0
2022-07-06,47.142,47.746,46.704,47.411,3714700,0.0,0.0
2022-07-07,48.165,48.704,48.062,48.165,4695300,0.0,0.0
2022-07-08,48.388,48.722,47.765,47.867,2751900,0.0,0.0
2022-07-11,47.43,48.239,47.383,47.848,3566500,0.0,0.0
2022-07-12,47.421,48.509,47.421,47.541,3686500,0.0,0.0
2022-07-13,46.918,47.467,46.481,47.114,4195400,0.0,0.0
2022-07-14,45.654,45.998,45.012,45.03,5263800,0.0,0.0
2022-07-15,45.877,46.993,45.337,46.574,4393000,0.0,0.0
2022-07-18,47.095,47.792,46.184,46.397,3431000,0.0,0.0
2022-07-19,47.188,48.453,47.16,48.118,3350000,0.0,0.0
2022-07-20,47.793,48.276,47.448,47.913,3556200,0.0,0.0
2022-07-21,47.69,48.034,47.169,48.016,2740500,0.0,0.0
2022-07-22,48.118,48.704,47.29,47.737,3051700,0.0,0.0
2022-07-25,48.146,48.76,47.783,48.406,3390300,0.0,0.0
2022-07-26,48.146,48.741,47.737,48.109,2729300,0.0,0.0
2022-07-27,48.462,49.104,48.006,48.843,2676400,0.0,0.0
2022-07-28,48.843,49.039,46.677,46.956,8878600,0.0,0.0
2022-07-29,47.104,48.313,47.104,48.146,6882500,0.0,0.0
